Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,City,Customer_Segment,Payment_Method
ORD09021,2025-01-13,CUST00287,Smartphone,Electronics,7,1170.13,0.0,8190.91,6262.83,1928.08,Ahmedabad,Corporate,Cash
ORD09195,2025-06-16,CUST03261,Blender,Home Appliances,3,170.52,,460.4,298.14,162.26,Ahmedabad,Consumer,Cash
ORD00563,2023-03-22,CUST01988,Laptop,Electronics,6,1553.98,0.1,8391.49,5988.06,2403.43,Ahmedabad,Home Office,UPI
ORD03195,06/11/2024,CUST02457,T-Shirt,Fashion,8,28.12,0.1,202.46,176.32,26.14,Mumbai,Home Office,PayPal
ORD10171,02/11/2025,CUST00853,Desk,Furniture,5,407.76,0.1,1834.92,1584.65,250.27,Hyderabad,Corporate,UPI
ORD03220,2024-05-08,CUST01223,Blender,Home Appliances,1,169.5,0.25,127.12,121.87,5.25,Bangalore,Corporate,Debit Card
ORD01794,2025-04-26,,T-Shirt,Fashion,2,36.88,0.0,73.76,45.22,28.54,Pune,Consumer,Cash
ORD06682,2025-06-30,CUST02168,T-Shirt,Fashion,4,107.06,0.05,406.83,249.36,157.47,Kolkata,Consumer,Debit Card
ORD10837,2024-04-21,CUST02950,Coffee Maker,Home Appliances,6,121.57,0.15,620.01,516.54,103.47,Hyderabad,Home Office,
ORD00915,2023-03-31,CUST02955,Keyboard,Electronics,8,44.94,0.2,287.62,257.36,30.26,Delhi,Consumer,UPI
ORD07132,2023-07-03,CUST01464,Headphones,Electronics,1,87.9,0.0,87.9,52.71,35.19,Hyderabad,Corporate,Cash
ORD10184,2024-11-07,CUST03153,Office Chair,Furniture,6,170.23,0.2,817.1,594.72,222.38,Mumbai,Corporate,Cash
ORD04763,2024-04-03,CUST01620,Coffee Maker,Home Appliances,8,304.56,0.25,1827.36,1745.28,82.08,Chennai,Home Office,Debit Card
ORD08105,2024-10-30,CUST03054,T-Shirt,Fashion,4,62.66,0.05,238.11,165.12,72.99,Jaipur,Consumer,UPI
ORD05350,2025-02-28,CUST00869,Keyboard,electronics,5,133.43,0.1,600.44,509.15,91.29,Delhi,Corporate,Credit Card
ORD03014,2023-06-15,CUST02395,Keyboard,Electronics,7,144.23,0.2,807.69,582.33,225.36,Delhi,Corporate,Credit Card
ORD00863,2025-06-23,CUST03122,Microwave,Home Appliances,6,187.47,0.1,1012.34,969.72,42.62,Jaipur,Corporate,Credit Card
ORD01594,2023-01-13,CUST00326,Coffee Maker,Home Appliances,1,247.46,0.2,197.97,181.99,15.98,Mumbai,Consumer,UPI
ORD11243,2024-08-07,CUST03018,Shoes,Fashion,6,76.43,0.0,458.58,301.8,156.78,Hyderabad,Home Office,Cash
ORD02128,2024-03-18,CUST01246,Laptop,Electronics,7,696.23,0.25,3655.21,3894.24,-239.03,Hyderabad,Consumer,PayPal
ORD10327,2025-10-07,CUST03159,Bookshelf,Furniture,7,391.91,0.15,2331.86,1904.28,427.58,Bangalore,Corporate,PayPal
ORD10878,2024-10-17,CUST02412,Backpack,Accessories,7,60.93,0.15,362.53,326.13,36.4,Chennai,Corporate,Cash
ORD00181,2024-11-11,CUST00547,Office Chair,Furniture,2,,0.25,346.08,290.2,55.88,Hyderabad,Corporate,PayPal
ORD01792,2023-09-29,CUST02913,Microwave,Home Appliances,2,504.72,0.05,958.97,584.5,374.47,Hyderabad,Consumer,Debit Card
ORD06897,2025-12-13,CUST01956,Bookshelf,Furniture,7,279.74,0.25,1468.63,1703.66,-235.03,Ahmedabad,Consumer,UPI
ORD02902,2023-06-21,CUST00341,T-Shirt,Fashion,7,,0.15,292.09,285.32,6.77,Chennai,Consumer,PayPal
ORD07820,2023-05-13,CUST02392,Laptop,Electronics,6,847.51,0.05,4830.81,3472.92,1357.89,Bhubaneswar,Corporate,PayPal
ORD06404,2023-12-12,CUST02902,Backpack,Accessories,2,89.93,0.25,134.9,159.48,-24.58,Chennai,Home Office,Credit Card
ORD09788,2025-01-14,CUST00954,Monitor,Electronics,8,420.85,0.05,3198.46,2686.96,511.5,Bangalore,Home Office,Debit Card
ORD07665,2024-05-05,CUST01390,Smartphone,Electronics,6,399.13,0.1,2155.3,1664.34,490.96,Bhubaneswar,Consumer,Debit Card
ORD02088,2024-02-19,,Blender,Home Appliances,4,154.34,0.2,493.89,457.0,36.89,Jaipur,Consumer,Cash
ORD07509,2023-06-22,CUST00229,Desk,Furniture,7,254.46,0.0,1781.22,1576.05,205.17,Kolkata,Home Office,Cash
ORD07104,2025-11-21,CUST00774,Jacket,Fashion,3,218.48,0.05,622.67,508.86,113.81,Kolkata,Home Office,Debit Card
ORD08328,2025-12-02,CUST00222,Coffee Maker,Home Appliances,8,141.65,0.0,1133.2,708.8,424.4,Kolkata,Corporate,Cash
ORD09564,2023-01-11,CUST01214,Blender,Home Appliances,5,83.96,0.25,314.85,279.2,35.65,Hyderabad,Consumer,Debit Card
ORD06763,2025-01-15,CUST02745,Laptop,Electronics,7,1052.94,0.25,5527.93,5406.73,121.2,Kolkata,Consumer,Debit Card
ORD05298,2024-04-01,,Shoes,Fashion,8,58.89,0.15,400.45,355.44,45.01,Hyderabad,Corporate,Credit Card
ORD00901,2023-01-02,CUST00247,Microwave,Home Appliances,5,360.81,0.05,1713.85,1197.0,516.85,Ahmedabad,Corporate,PayPal
ORD04790,2024-10-19,CUST00046,Microwave,Home Appliances,1,490.31,0.1,441.28,298.43,142.85,Jaipur,Consumer,PayPal
ORD08472,2024-07-26,CUST01896,Shoes,Fashion,1,119.55,0.2,95.64,82.35,13.29,Bhubaneswar,Consumer,PayPal
ORD04598,2023-11-06,CUST03145,Backpack,Accessories,7,87.15,0.25,457.54,514.15,-56.61,Mumbai,Home Office,Debit Card
ORD06120,2023-09-19,CUST00467,Bookshelf,Furniture,4,160.54,0.15,545.84,431.12,114.72,,Corporate, UPI
ORD08964,2023-12-04,CUST02605,T-Shirt,Fashion,2,45.22,0.15,76.87,73.18,3.69,Delhi,Home Office,UPI
ORD01513,2023-12-31,CUST01631,Keyboard,Electronics,5,175.16,0.2,700.64,554.4,146.24,Bhubaneswar,Home Office,credit card
ORD00093,03/08/2023,CUST00659,Smartphone,Electronics,7,712.89,0.25,3742.67,3888.57,-145.9,Pune,Corporate,Cash
ORD09821,2024-06-28,CUST00551,Bookshelf,Furniture,8,431.5,0.15,2934.2,1977.6,956.6,Chennai,Home Office,UPI
ORD10961,2023-09-30,CUST02631,Bookshelf,Furniture,2,217.35,0.2,347.76,310.96,36.8,Hyderabad,Corporate,CREDIT CARD
ORD03099,2024-12-11,CUST00958,Desk,Furniture,7,446.99,0.05,2972.48,2128.56,843.92,Delhi,Home Office,Cash
ORD07782,2024-04-12,CUST03357,Laptop,Electronics,7,1396.51,0.05,9286.79,6042.4,3244.39,Mumbai,Corporate,UPI
ORD07727,2025-08-28,CUST02616,Desk,Furniture,3,467.28,0.05,1331.75,1131.45,200.3,Ahmedabad,Corporate,Cash
ORD04105,2024-02-03,CUST00269,Backpack,Accessories,1,51.83,0.0,51.83,39.89,11.94,Jaipur,Corporate,Debit Card
ORD05939,2025-02-20,CUST01752,Headphones,Electronics,6,163.38,0.25,735.21,919.38,-184.17,Kolkata,Consumer,Cash
ORD09650,2025-10-31,,Smartphone,Electronics,2,1346.19,0.0,2692.38,1569.88,1122.5,Chennai,Corporate,PayPal
ORD08098,2024-02-17,CUST01994,Laptop,Electronics,8,670.52,0.15,4559.54,4904.32,-344.78,Jaipur,Consumer,Credit Card
ORD05200,2023-09-05,CUST00965,Headphones,Electronics,8,111.2,0.1,800.64,667.6,133.04,Kolkata,Corporate,Cash
ORD10449,2023-03-17,CUST00976,Bookshelf,furniture,1,128.99,0.0,128.99,118.93,10.06,Jaipur,Consumer,Credit Card
ORD03939,2024-07-31,CUST00490,Monitor,Electronics,1,312.33,0.2,249.86,296.88,-47.02,Kolkata,Corporate,Debit Card
ORD10787,2023-11-27,CUST00473,Coffee Maker,Home Appliances,6,184.94,0.05,1054.16,673.56,380.6,Jaipur,Consumer,Credit Card
ORD08799,2024-05-06,CUST00691,Smartphone,Electronics,4,602.21,0.05,2288.4,1713.6,574.8,Bangalore,Consumer,Credit Card
ORD01321,2023-11-07,CUST00392,Smartphone,Electronics,7,614.98,0.25,3228.65,4045.51,-816.86,Bhubaneswar,Corporate,Debit Card
ORD07999,2025-01-05,CUST00141,Backpack,Accessories,5,52.98,0.25,198.67,166.1,32.57,Delhi,Home Office,PayPal
ORD07742,17/05/2025,CUST01174,Keyboard,Electronics,3,168.18,0.05,479.31,305.7,173.61,Ahmedabad,Consumer,PayPal
ORD02471,2024-04-09,CUST01917,Backpack,Accessories,8,45.56,0.0,364.48,248.08,116.4,Bangalore,Corporate,Credit Card
ORD11061,2025-04-17,CUST02727,Coffee Maker,Home Appliances,8,,0.2,2534.72,1992.4,542.32,Pune,Consumer,Debit Card
ORD07783,2025-11-19,CUST00910,Laptop,electronics,5,1563.83,0.1,7037.23,4640.1,2397.13,Bangalore,Corporate,UPI
ORD03352,2024-05-18,CUST00072,Blender,Home Appliances,3,112.16,0.15,286.01,193.77,92.24,Kolkata,Consumer,Cash
ORD07600,2023-11-07,CUST01445,Blender,Home Appliances,2,127.96,0.05,243.12,171.78,71.34,Kolkata,Consumer,UPI
ORD00409,2023-10-14,CUST02955,Bookshelf,Furniture,7,125.62,0.25,659.5,581.42,78.08,Hyderabad,Home Office,Cash
ORD11037,2024-09-15,CUST00428,Monitor,Electronics,1,639.57,0.05,607.59,455.67,151.92,Jaipur,Home Office,PayPal
ORD10442,2023-02-03,CUST01345,Headphones,Electronics,8,,0.1,1642.61,1419.2,223.41,Pune,Corporate,Credit Card
ORD05560,2024-08-15,CUST00409,Laptop,Electronics,8,1734.85,0.25,10409.1,8785.68,1623.42,Bangalore,Home Office,PayPal
ORD04731,2023-07-02,CUST01891,T-Shirt,Fashion,2,117.23,0.15,199.29,137.66,61.63,Hyderabad,Corporate,Credit Card
ORD01603,2025-06-08,CUST03242,Desk,Furniture,3,593.56,0.0,1780.68,1339.26,441.42,Mumbai,Consumer,PayPal
ORD02334,2024-01-01,CUST00755,Desk,Furniture,3,515.03,0.15,1313.33,1215.84,97.49,Mumbai,Consumer,PayPal
ORD02445,2025-12-26,CUST02930,Smartphone,Electronics,3,511.78,0.1,1381.81,1434.15,-52.34,Pune,Consumer,Cash
ORD07238,2025-03-10,CUST01169,Laptop,Electronics,7,1621.03,0.25,8510.41,6873.09,1637.32,Mumbai,Home Office,Cash
ORD05130,2024-04-12,CUST02004,Monitor,Electronics,8,219.34,0.1,1579.25,1458.72,120.53,Hyderabad,Consumer,PayPal
ORD03134,2023-06-30,CUST00312,Smartphone,Electronics,8,583.34,0.1,4200.05,3602.24,597.81,Pune,Corporate,Debit Card
ORD06754,2024-03-04,CUST00364,Microwave,Home Appliances,5,323.02,0.05,1534.34,972.85,561.49,Jaipur,Home Office,PayPal
ORD01143,2024-01-12,CUST03402,Microwave,Home Appliances,4,343.12,0.1,1235.23,903.68,331.55,Hyderabad,Consumer,Cash
ORD01702,2025-11-05,CUST02522,Desk,Furniture,6,480.03,0.15,2448.15,2258.16,189.99,Kolkata,Corporate,PayPal
ORD07692,2023-03-05,CUST00044,Monitor,Electronics,2,551.35,0.25,827.03,863.9,-36.87,Ahmedabad,Corporate,PayPal
ORD04092,2024-12-26,CUST02914,Office Chair,Furniture,5,486.35,0.25,1823.81,1650.7,173.11,Bhubaneswar,Corporate,Cash
ORD10950,2023-05-13,CUST02795,Bookshelf,Furniture,1,184.83,0.25,138.62,147.82,-9.2,Kolkata,Home Office,UPI
ORD03083,2025-08-21,CUST02449,Desk,Furniture,1,259.35,0.0,259.35,176.17,83.18,Kolkata,Home Office,UPI
ORD04047,2023-08-08,CUST01425,Blender,Home Appliances,1,93.91,0.25,70.43,76.75,-6.32,Ahmedabad,Corporate,PayPal
ORD08879,2025-12-30,CUST02320,Headphones,Electronics,7,120.45,0.05,800.99,613.69,187.3,Mumbai,Corporate,Cash
ORD09841,2024-12-01,CUST01946,Desk,Furniture,8,439.01,0.1,3160.87,2341.6,819.27,Bhubaneswar,Corporate,PayPal
ORD07062,2023-04-18,CUST02421,Microwave,Home Appliances,3,312.73,0.05,891.28,611.04,280.24,Ahmedabad,Corporate,UPI
ORD01644,2024-07-30,CUST02945,Bookshelf,Furniture,2,137.95,0.1,248.31,160.26,88.05,Ahmedabad,Consumer,UPI
ORD05101,2025-06-02,CUST01417,T-Shirt,Fashion,4,104.35,0.25,313.05,267.0,46.05,Kolkata,Home Office,PayPal
ORD04258,2025-08-29,CUST03211,Bookshelf,Furniture,3,215.16,0.2,516.38,453.78,62.6,Delhi,Corporate,PayPal
ORD07513,2025-04-29,CUST03029,Smartphone,Electronics,4,693.46,0.05,2635.15,2299.32,335.83,Hyderabad,Consumer,Credit Card
ORD02961,2025-10-31,CUST01693,Backpack,Accessories,5,86.55,0.25,324.56,328.05,-3.49,Kolkata,Corporate,Debit Card
ORD01965,2025-09-28,CUST02485,Headphones,Electronics,1,38.11,0.2,30.49,30.84,-0.35,Ahmedabad,Home Office,PayPal
ORD01517,2025-09-16,CUST03433,Headphones,Electronics,4,46.44,0.2,148.61,107.68,40.93,Ahmedabad,Corporate,PayPal
ORD09624,2023-07-23,CUST01970,Microwave,Home Appliances,3,530.06,0.2,1272.14,1144.83,127.31,Bangalore,Home Office,Cash
ORD02693,2024-02-22,CUST00309,Bookshelf,Furniture,8,137.03,0.05,1041.43,796.0,245.43,Kolkata,Home Office,PayPal
ORD11043,2024-11-21,CUST00075,Microwave,Home Appliances,4,122.12,0.2,390.78,461.36,-70.58,Ahmedabad,Home Office,Cash
ORD00331,2024-05-05,CUST02028,Jacket,Fashion,7,162.46,0.0,1137.22,904.82,232.4,Kolkata,Consumer,Debit Card
ORD05581,2025-01-22,CUST00031,Office Chair,Furniture,1,445.0,0.2,356.0,344.98,11.02,Bhubaneswar,Home Office,UPI
ORD07609,2023-08-06,CUST00040,Smartphone,Electronics,7,825.19,0.05,5487.51,3318.35,2169.16,Hyderabad,Consumer,UPI
ORD10674,2023-06-21,CUST01740,Bookshelf,Furniture,1,368.19,0.1,331.37,243.63,87.74,Kolkata,Home Office,UPI
ORD03820,2025-07-27,CUST00743,T-Shirt,Fashion,1,54.22,0.05,51.51,33.66,17.85,Kolkata,Corporate,Debit Card
ORD01092,2023-08-06,CUST02960,Coffee Maker,Home Appliances,3,298.32,0.0,894.96,728.1,166.86,Kolkata,Home Office,UPI
ORD11840,2023-06-29,CUST03447,Headphones,Electronics,2,262.38,0.2,419.81,318.16,101.65,Chennai,Corporate,Credit Card
ORD02047,2024-06-12,CUST03273,Laptop,Electronics,4,1363.42,0.1,4908.31,3305.4,1602.91,Kolkata,Corporate,Debit Card
ORD07875,2025-11-27,CUST00286,Desk,Furniture,6,233.81,0.0,1402.86,1012.98,389.88,Pune,Consumer,PayPal
ORD05118,2023-06-09,CUST02658,Shoes,Fashion,6,75.49,0.25,339.7,415.32,-75.62,Chennai,Consumer,PayPal
ORD10857,2024-05-27,CUST01691,Jacket,Fashion,8,92.6,0.05,703.76,552.24,151.52,Pune,Home Office,UPI
ORD05804,2025-08-12,CUST03452,Keyboard,Electronics,8,107.42,0.1,773.42,748.24,25.18,Mumbai,Home Office,Credit Card
ORD10015,2025-02-03,CUST03243,Blender,Home Appliances,4,197.22,0.1,709.99,698.08,11.91,Bhubaneswar,Consumer,PayPal
ORD00042,2024-12-17,CUST01251,Desk,Furniture,8,488.62,0.15,3322.62,3242.08,80.54,Delhi,Consumer,Credit Card
ORD02408,2024-07-26,CUST03046,Laptop,Electronics,5,1363.87,0.25,5114.51,5363.85,-249.34,Kolkata,Consumer,Cash
ORD11125,2024-07-17,CUST02946,Office Chair,Furniture,5,266.3,0.2,1065.2,991.05,74.15,Ahmedabad,Consumer,PayPal
ORD08958,2023-11-09,CUST00618,Monitor,Electronics,3,279.95,0.25,629.89,651.72,-21.83,Jaipur,Home Office,Credit Card
ORD09243,2024-01-15,CUST01329,Desk,Furniture,7,561.63,0.0,3931.41,2835.07,1096.34,Jaipur,Home Office,Credit Card
ORD00319,2024-08-03,CUST01384,Monitor,Electronics,4,681.24,0.1,2452.46,1951.56,500.9,Jaipur,Home Office,Debit Card
ORD03022,2024-07-28,CUST03202,Backpack,Accessories,2,65.47,0.05,124.39,76.42,47.97,Delhi,Home Office,PayPal
ORD01984,2023-05-06,CUST01815,Headphones,Electronics,8,123.57,0.05,939.13,794.32,144.81,Bangalore,Corporate,Cash
ORD08776,2024-07-19,CUST03101,T-Shirt,Fashion,2,27.81,,47.28,42.72,4.56,Mumbai,Home Office,Credit Card
ORD01422,2024-08-26,CUST00633,Jacket,Fashion,8,235.89,0.25,1415.34,1218.16,197.18,Mumbai,Consumer,PayPal
ORD05548,2024-02-15,CUST00486,Microwave,Home Appliances,1,249.85,0.25,187.39,226.01,-38.62,Chennai,Consumer,Debit Card
ORD08858,2024-11-11,CUST00912,T-Shirt,Fashion,7,93.02,0.25,488.36,478.59,9.77,Hyderabad,Corporate,UPI
ORD11240,2023-10-11,CUST00581,Blender,Home Appliances,5,197.32,0.25,739.95,626.05,113.9,Mumbai ,Consumer,Debit Card
ORD01670,2025-06-12,CUST02283,T-Shirt,Fashion,7,58.87,0.1,370.88,298.27,72.61,Kolkata,Consumer,Credit Card
ORD09745,2025-10-16,CUST01966,Microwave,Home Appliances,1,357.05,0.2,285.64,229.94,55.7,Pune,Corporate,PayPal
ORD08665,2025-10-19,CUST02897,Desk,Furniture,2,317.98,0.15,540.57,456.08,84.49,Pune,Consumer,Debit Card
ORD02523,2023-01-21,CUST02725,Office Chair,Furniture,1,331.29,0.2,265.03,283.46,-18.43,Bangalore,Home Office,Debit Card
ORD08024,2024-01-17,CUST00792,Keyboard,Electronics,6,143.98,0.0,863.88,530.58,333.3,Pune,Corporate,PayPal
ORD08505,2025-11-22,CUST01872,Laptop,Electronics,3,1421.7,0.1,3838.59,3307.68,530.91,Jaipur,Consumer,UPI
ORD05398,2024-02-10,CUST01759,Desk,Furniture,3,355.69,0.15,907.01,793.38,113.63,mumbai,Home Office,Debit Card
ORD00086,2023-06-03,CUST00642,Keyboard,Electronics,3,104.79,0.2,251.5,258.12,-6.62,Hyderabad,Corporate,Cash
ORD01262,2025-09-22,,Shoes,Fashion,6,76.72,0.25,345.24,273.96,71.28,Bangalore,Consumer,Debit Card
ORD07170,2023-05-24,CUST00028,Headphones,Electronics,4,112.66,0.15,383.04,404.84,-21.8,Pune,Consumer,Cash
ORD01036,2023-07-23,CUST01333,Backpack,Accessories,7,125.89,0.05,837.17,700.0,137.17,Bangalore,Home Office,PayPal
ORD10621,2025-04-20,CUST00800,Laptop,Electronics,3,996.78,0.0,2990.34,2673.33,317.01,Chennai,Corporate,Credit Card
ORD10691,2023-02-22,CUST03185,Desk,Furniture,2,457.92,0.05,870.05,698.0,172.05,Delhi,Corporate,Credit Card
ORD03273,2024-10-18,CUST00856,Laptop,Electronics,7,938.28,0.05,6239.56,5351.29,888.27,Delhi,Corporate,Cash
ORD02583,2025-10-28,,Desk,Furniture,3,263.71,,593.35,514.56,78.79,Ahmedabad,Corporate,Credit Card
ORD11110,2025-08-20,CUST02683,Backpack,Accessories,5,51.65,0.2,206.6,186.25,20.35,Chennai,Home Office,Cash
ORD10858,2023-05-29,CUST00699,Laptop,Electronics,6,788.99,0.05,4497.24,4117.62,379.62,Hyderabad,Corporate,Credit Card
ORD06999,2023-08-21,CUST01722,Bookshelf,Furniture,8,385.05,0.0,3080.4,1941.76,1138.64,Bhubaneswar,Corporate,Debit Card
ORD04343,2023-10-25,CUST02627,Desk,Furniture,2,457.87,0.0,915.74,624.9,290.84,Kolkata,Home Office,Cash
ORD05981,2023-11-08,CUST00466,Desk,Furniture,8,166.49,0.15,1132.13,995.6,136.53,Delhi,Corporate,UPI
ORD04123,2025-05-28,CUST01187,Desk,Furniture,7,446.71,0.05,2970.62,2281.79,688.83,Bangalore,Home Office,Cash
ORD10639,2025-07-10,CUST02348,Microwave,Home Appliances,2,456.15,0.05,866.68,720.24,146.44,Bangalore,Consumer,Debit Card
ORD04097,2025-02-12,CUST00948,Office Chair,Furniture,2,286.84,0.2,458.94,518.44,-59.5,Jaipur,Consumer,Credit Card
ORD10296,2023-01-22,CUST02082,Microwave,Home Appliances,3,305.75,0.2,733.8,695.85,37.95,Mumbai,Home Office,Cash
ORD08157,2024-01-06,CUST02766,Shoes,Fashion,8,194.66,0.25,1167.96,969.2,198.76,Kolkata,Consumer,Credit Card
ORD09592,2023-11-23,CUST02457,Monitor,Electronics,5,545.35,0.0,2726.75,2457.9,268.85,Bangalore,Home Office,Cash
ORD01209,2024-05-15,CUST02366,Microwave,Home Appliances,3,215.91,0.0,647.73,498.24,149.49,Kolkata,Corporate,Debit Card
ORD10104,2023-06-02,CUST01284,Keyboard,Electronics,2,187.96,0.25,281.94,227.42,54.52,Jaipur,Home Office,UPI
ORD03996,2024-01-24,,Microwave,Home Appliances,6,389.93,0.15,1988.64,1523.82,464.82,Bangalore ,Corporate,Debit Card
ORD05712,2024-02-23,CUST02871,Office Chair,Furniture,5,303.62,0.2,1214.48,1337.55,-123.07,Bhubaneswar,Corporate,Debit Card
ORD00899,2025-07-02,CUST00344,T-Shirt,Fashion,3,20.33,0.15,51.84,48.27,3.57,Jaipur,Consumer,Debit Card
ORD01283,2025-05-06,CUST02208,Smartphone,Electronics,4,1262.33,0.2,4039.46,3492.44,547.02,Bangalore,Home Office,Credit Card
ORD01499,2025-10-09,CUST03428,Smartphone,Electronics,6,374.9,0.25,1687.05,1845.42,-158.37,Kolkata,Corporate,Credit Card
ORD00959,2025-09-06,CUST03044,Desk,Furniture,2,176.72,0.15,300.42,309.92,-9.5,Bangalore,Corporate,Debit Card
ORD07691,2023-09-04,CUST01412,Monitor,Electronics,5,644.14,0.15,2737.59,2082.45,655.14,Kolkata,Corporate,Credit Card
ORD02627,2024-06-18,CUST02289,Bookshelf,Furniture,7,244.87,0.0,1714.09,1270.01,444.08,Bhubaneswar,Corporate,Debit Card
ORD00466,2025-12-22,CUST01946,T-Shirt,Fashion,6,37.55,0.2,180.24,179.46,0.78,Jaipur,Home Office,Credit Card
ORD01580,2024-09-06,CUST02775,Smartphone,Electronics,2,970.04,0.2,1552.06,1652.44,-100.38,Kolkata,Consumer,Credit Card
ORD08269,2025-12-29,CUST02713,T-Shirt,Fashion,2,26.17,0.2,41.87,38.16,3.71,Jaipur,Home Office,PayPal
ORD05528,2024-01-23,CUST01198,Headphones,Electronics,1,204.31,0.0,204.31,117.64,86.67,Bangalore,Consumer,Cash
ORD03044,2025-09-07,CUST01006,Shoes,Fashion,2,172.65,0.25,258.98,229.6,29.38,Kolkata,Home Office,Credit Card
ORD05994,2024-02-04,CUST03500,Backpack,Accessories,8,31.49,0.0,251.92,221.76,30.16,Bhubaneswar,Consumer,Cash
ORD00869,2025-11-30,CUST01212,Desk,Furniture,3,615.05,0.0,1845.15,1097.16,747.99,Kolkata,Corporate,PayPal
ORD11425,2024-03-11,CUST00046,Keyboard,Electronics,1,106.61,0.1,95.95,78.91,17.04,Mumbai,Consumer,Debit Card
ORD03248,27/07/2024,CUST01174,Coffee Maker,Home Appliances,6,130.25,0.1,703.35,510.6,192.75,Bangalore,Consumer,PayPal
ORD04049,2024-01-27,CUST03143,Laptop,Electronics,5,1278.98,0.2,5115.92,3925.5,1190.42,Delhi,Home Office,Debit Card
ORD04829,2024-08-07,CUST00806,T-Shirt,Fashion,5,89.31,0.25,334.91,312.55,22.36,Pune,Consumer,Credit Card
ORD02565,2024-01-22,CUST00707,Shoes,Fashion,1,196.84,0.15,167.31,112.57,54.74,Chennai,Home Office,Debit Card
ORD03379,2023-11-09,CUST02098,T-Shirt,Fashion,5,46.57,0.15,197.92,173.85,24.07,Bhubaneswar,Corporate,Debit Card
ORD05872,2023-08-18,CUST00022,Coffee Maker,Home Appliances,4,191.61,0.25,574.83,478.2,96.63,Kolkata,Corporate,Cash
ORD02345,2023-10-17,CUST01219,Keyboard,Electronics,6,100.54,0.1,542.92,402.96,139.96,Ahmedabad,Home Office,Upi
ORD05740,2024-03-19,CUST03118,Monitor,Electronics,3,277.25,0.1,748.58,611.01,137.57,Chennai,Home Office,Credit Card
ORD07501,2025-10-29,CUST02422,Blender,Home Appliances,2,63.04,0.0,126.08,108.24,17.84,Chennai,Corporate,Debit Card
ORD06042,2025-02-08,CUST02368,T-Shirt,Fashion,8,27.34,0.0,218.72,134.24,84.48,Bhubaneswar,Consumer,PayPal
ORD03001,2025-08-22,CUST00019,Laptop,Electronics,8,1532.06,0.2,9805.18,8875.52,929.66,Jaipur,Home Office,UPI
ORD04979,2023-02-12,CUST03041,Coffee Maker,Home Appliances,5,337.42,0.2,1349.68,1022.6,327.08,Ahmedabad,Consumer,Credit Card
ORD03353,2025-01-16,CUST02934,Headphones,Electronics,2,237.16,0.2,379.46,312.06,67.4,Kolkata,Consumer,UPI
ORD09941,2023-02-07,CUST01405,Desk,Furniture,6,289.27,0.15,1475.28,1296.9,178.38,Pune,Consumer,UPI
ORD05944,2023-08-05,CUST01588,T-Shirt,Fashion,1,86.04,0.15,73.13,51.18,21.95,Delhi,Home Office,PayPal
ORD01666,2023-08-13,CUST02814,Microwave,Home Appliances,5,218.88,0.15,930.24,744.1,186.14,Mumbai,Consumer,Debit Card
ORD06650,2023-10-04,CUST03431,Monitor,Electronics,7,470.4,0.05,3128.16,3066.63,61.53,Bhubaneswar,Consumer,UPI
ORD07067,2023-11-03,CUST01087,Monitor,electronics,5,659.86,0.05,3134.34,2426.6,707.74,Mumbai,Consumer,UPI
ORD11746,2023-08-21,CUST03185,Shoes,Fashion,6,204.87,0.2,983.38,899.94,83.44,Hyderabad,Consumer,Credit Card
ORD09947,2023-10-14,CUST01332,Shoes,Fashion,1,67.11,0.25,50.33,38.49,11.84,Delhi,Home Office,Credit Card
ORD05702,2023-04-28,CUST02384,Keyboard,Electronics,7,88.57,0.25,464.99,381.99,83.0,Chennai,Consumer,UPI
ORD01112,2024-12-16,CUST01479,Shoes,Fashion,3,171.31,0.0,513.93,303.27,210.66,Mumbai,Corporate,Cash
ORD08141,2024-03-12,CUST00714,Headphones,Electronics,8,141.98,0.1,1022.26,766.8,255.46,Bhubaneswar,Corporate,PayPal
ORD07160,2024-02-13,CUST02441,Smartphone,Electronics,5,869.5,0.1,3912.75,3995.4,-82.65,Delhi,Corporate,Cash
ORD10054,2025-12-21,CUST00508,Office Chair,Furniture,7,564.21,0.0,3949.47,2327.57,1621.9,Ahmedabad,Consumer,Credit Card
ORD06389,2023-06-30,CUST01143,Keyboard,Electronics,8,48.69,0.1,350.57,231.92,118.65,Kolkata,Corporate,UPI
ORD08537,2025-02-04,CUST01515,Laptop,Electronics,1,1097.09,0.0,1097.09,649.38,447.71,Kolkata,Corporate,Cash
ORD05268,2025-12-19,CUST01157,Coffee Maker,Home Appliances,4,266.77,0.15,907.02,679.84,227.18,Jaipur,Home Office,Cash
ORD07659,2023-05-10,CUST03429,Shoes,Fashion,2,166.82,0.25,250.23,301.04,-50.81,Pune,Consumer,UPI
ORD07326,2025-06-07,CUST02612,T-Shirt,Fashion,6,75.34,0.0,452.04,381.96,70.08,Bhubaneswar,Corporate,Credit Card
ORD03483,2025-11-23,CUST02404,Keyboard,Electronics,2,75.13,0.2,120.21,131.7,-11.49,Bhubaneswar,Home Office,Debit Card
ORD09768,2024-02-08,CUST01254,Coffee Maker,Home Appliances,7,264.15,0.05,1756.6,1354.57,402.03,Kolkata,Home Office,Credit Card
ORD04124,2024-03-19,CUST01862,Jacket,Fashion,8,112.26,0.1,808.27,629.52,178.75,Ahmedabad,Consumer,Credit Card
